9414,6,0
9415,7,0
9416,8,0
9478,6,0
9479,7,0
9480,8,0
9542,6,0
9543,7,0
9544,8,0
9606,6,0
9607,7,0
9608,8,0
9670,6,0
9671,7,0
9672,8,0
9734,6,0
9735,7,0
9736,8,0
9798,6,0
9799,7,0
9800,8,0
9862,6,0
9863,7,0
9864,8,0
9926,6,0
9927,7,0
9928,8,0
9990,6,0
9991,7,0
9992,8,0
10054,6,0
10055,7,0
10056,8,0
10118,6,0
10119,7,0
10120,8,0
10182,6,0
10183,7,0
10184,8,0
10246,6,0
10247,7,0
10248,8,0
10310,6,0
10311,7,0
10312,8,0
10374,6,0
10375,7,0
10376,8,0
10438,6,0
10439,7,0
10440,8,0
10502,6,0
10503,7,0
10504,8,0
10566,6,0
10567,7,0
10568,8,0
10630,6,0
10631,7,0
10632,8,0
10694,6,0
10695,7,0
10696,8,0
10758,6,0
10759,7,0
10760,8,0
10822,6,0
10823,7,0
10824,8,0
10886,6,0
10887,7,0
10888,8,0
10950,6,0
10951,7,0
10952,8,0
11014,6,0
11015,7,0
11016,8,0
11078,6,0
11079,7,0
11080,8,0
11142,6,0
11143,7,0
11144,8,0
11206,6,0
11207,7,0
11208,8,0
11270,6,0
11271,7,0
11272,8,0
11334,6,0
11335,7,0
11336,8,0
11398,6,0
11399,7,0
11400,8,0
11462,6,0
11463,7,0
11464,8,0
11526,6,0
11527,7,0
11528,8,0
11590,6,0
11591,7,0
11592,8,0
11654,6,0
11655,7,0
11656,8,0
11718,6,0
11719,7,0
11720,8,0
11782,6,0
11783,7,0
11784,8,0
11846,6,0
11847,7,0
11848,8,0
11910,6,0
11911,7,0
11912,8,0
11974,6,0
11975,7,0
11976,8,0
12038,6,0
12039,7,0
12040,8,0
12102,6,0
12103,7,0
12104,8,0
12166,6,0
12167,7,0
12168,8,0
12230,6,0
12231,7,0
12232,8,0
12294,6,0
12295,7,0
12296,8,0
12358,6,0
12359,7,0
12360,8,0
12422,6,0
12423,7,0
12424,8,0
12486,6,0
12487,7,0
12488,8,0
12550,6,0
12551,7,0
12552,8,0
12614,6,0
12615,7,0
12616,8,0
12678,6,0
12679,7,0
12680,8,0
12742,6,0
12743,7,0
12744,8,0
12806,6,0
12807,7,0
12808,8,0
12870,6,0
12871,7,0
12872,8,0
12934,6,0
12935,7,0
12936,8,0
12998,6,0
12999,7,0
13000,8,0
13062,6,0
13063,7,0
13064,8,0
13126,6,0
13127,7,0
13128,8,0
13190,6,0
13191,7,0
13192,8,0
13254,6,0
13255,7,0
13256,8,0
13318,6,0
13319,7,0
13320,8,0
13382,6,0
13383,7,0
13384,8,0
13446,6,0
13447,7,0
13448,8,0
13510,6,0
13511,7,0
13512,8,0
13574,6,0
13575,7,0
13576,8,0
13638,6,0
13639,7,0
13640,8,0
13702,6,0
13703,7,0
13704,8,0
13766,6,0
13767,7,0
13768,8,0
13830,6,0
13831,7,0
13832,8,0
13894,6,0
13895,7,0
13896,8,0
13958,6,0
13959,7,0
13960,8,0
14022,6,0
14023,7,0
14024,8,0
14086,6,0
14087,7,0
14088,8,0
14150,6,0
14151,7,0
14152,8,0
14214,6,0
14215,7,0
14216,8,0
14278,6,0
14279,7,0
14280,8,0
14342,6,0
14343,7,0
14344,8,0
14406,6,0
14407,7,0
14408,8,0
14470,6,0
14471,7,0
14472,8,0
14534,6,0
14535,7,0
14536,8,0
14598,6,0
14599,7,0
14600,8,0
14662,6,0
14663,7,0
14664,8,0
14726,6,0
14727,7,0
14728,8,0
14790,6,0
14791,7,0
14792,8,0
14854,6,0
14855,7,0
14856,8,0
14918,6,0
14919,7,0
14920,8,0
14982,6,0
14983,7,0
14984,8,0
15046,6,0
15047,7,0
15048,8,0
15110,6,0
15111,7,0
15112,8,0
15174,6,0
15175,7,0
15176,8,0
15238,6,0
15239,7,0
15240,8,0
15302,6,0
15303,7,0
15304,8,0
15366,6,0
15367,7,0
15368,8,0
15430,6,0
15431,7,0
15432,8,0
